age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,actual_emi_eligibility,predicted_emi_eligibility,prediction_correct,prediction_error
38.0,Female,Married,Professional,46300.0,Government,0.8,Startup,Own,0.0,3,2,0.0,0.0,2600.0,11500.0,6100.0,No,0.0,727.0,32700.0,9200.0,E-commerce Shopping EMI,113000.0,12,High_Risk,10440.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Professional,129100.0,Government,1.2,MNC,Rented,43100.0,3,2,10100.0,10300.0,12600.0,26400.0,8400.0,No,0.0,751.0,214900.0,115400.0,E-commerce Shopping EMI,148000.0,22,High_Risk,8736.0,High_Risk,Eligible,False,True
38.0,Male,Married,Graduate,115800.0,Self-employed,2.6,Startup,Own,0.0,4,3,0.0,7100.0,8200.0,34600.0,9900.0,No,0.0,712.0,650900.0,382100.0,Vehicle EMI,1073000.0,50,Not_Eligible,25200.0,Not_Eligible,High_Risk,False,True
58.0,Male,Married,Graduate,53900.0,Government,7.8,Large Indian,Own,0.0,3,2,5000.0,8900.0,4900.0,10000.0,9100.0,Yes,13200.0,748.0,206700.0,115800.0,E-commerce Shopping EMI,13000.0,15,High_Risk,1078.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Graduate,56018.0,Private,0.5,MNC,Rented,15700.0,3,2,0.0,0.0,5800.0,13100.0,8000.0,No,0.0,711.0,195900.0,36800.0,E-commerce Shopping EMI,103000.0,24,Not_Eligible,4544.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Post Graduate,39900.0,Private,21.0,Mid-size,Family,0.0,4,3,0.0,0.0,5600.0,6800.0,4300.0,No,0.0,763.0,154600.0,55300.0,E-commerce Shopping EMI,167000.0,13,Not_Eligible,13920.0,Not_Eligible,High_Risk,False,True
38.0,Female,Married,Graduate,31400.0,Private,1.9,MNC,Rented,7900.0,3,2,0.0,0.0,4500.0,6900.0,4200.0,No,0.0,669.0,180700.0,103600.0,Vehicle EMI,159000.0,61,High_Risk,3950.0,High_Risk,Eligible,False,True
58.0,Male,Married,Graduate,95400.0,Private,7.6,Large Indian,Own,0.0,3,2,0.0,0.0,5200.0,17200.0,10200.0,No,0.0,765.0,368100.0,130100.0,Vehicle EMI,1352000.0,48,High_Risk,37680.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Graduate,60300.0,Private,0.5,MNC,Own,0.0,3,2,14100.0,0.0,6200.0,13700.0,9200.0,No,0.0,667.0,169100.0,90600.0,E-commerce Shopping EMI,64000.0,10,Not_Eligible,6840.0,Not_Eligible,High_Risk,False,True
58.0,Male,Married,High School,43900.0,Private,5.5,Mid-size,Family,0.0,4,3,9600.0,0.0,3300.0,8300.0,8700.0,Yes,8900.0,758.0,213700.0,94100.0,Personal Loan EMI,65000.0,52,High_Risk,2142.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,High School,25200.0,Private,0.5,Large Indian,Rented,8600.0,2,1,0.0,0.0,1400.0,5700.0,1400.0,No,0.0,650.0,58100.0,21400.0,E-commerce Shopping EMI,44000.0,19,High_Risk,3240.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Graduate,88800.0,Self-employed,1.2,MNC,Own,0.0,3,2,13600.0,0.0,10100.0,18100.0,17000.0,No,0.0,615.0,201800.0,40600.0,Home Appliances EMI,252000.0,28,High_Risk,10800.0,High_Risk,Not_Eligible,False,True
58.0,Male,Married,Post Graduate,70000.0,Government,6.0,Large Indian,Own,0.0,4,3,0.0,0.0,9900.0,17600.0,10400.0,No,0.0,826.0,446100.0,138800.0,Vehicle EMI,934000.0,71,Eligible,23304.6,Eligible,High_Risk,False,True
27.0,Female,Married,Professional,55339.0,Private,0.5,Large Indian,Family,6293.0,2,1,0.0,20400.0,6400.0,8400.0,6600.0,No,0.0,763.0,199200.0,95100.0,Personal Loan EMI,153000.0,58,Eligible,6816.0,Eligible,High_Risk,False,True
48.0,Male,Married,Graduate,78900.0,Private,17.1,Large Indian,Rented,0.0,3,2,11700.0,0.0,10300.0,17600.0,4600.0,No,0.0,813.0,209500.0,43800.0,Home Appliances EMI,148000.0,15,High_Risk,10680.0,High_Risk,Eligible,False,True
32.0,Male,Married,High School,27100.0,Government,9.2,Startup,Family,0.0,4,3,4000.0,0.0,1400.0,5400.0,2400.0,No,0.0,765.0,139500.0,46600.0,Home Appliances EMI,125000.0,20,Eligible,9174.0,Eligible,High_Risk,False,True
27.0,Female,Single,Graduate,18000.0,Private,1.9,MNC,Own,0.0,3,2,0.0,0.0,900.0,3100.0,1300.0,Yes,2000.0,621.0,85200.0,40900.0,E-commerce Shopping EMI,34000.0,13,High_Risk,2996.0,High_Risk,Eligible,False,True
27.0,Male,Single,Post Graduate,42700.0,Private,1.4,Mid-size,Rented,6500.0,1,0,0.0,0.0,6200.0,9800.0,6800.0,Yes,5000.0,583.0,72800.0,31900.0,Education EMI,60000.0,41,High_Risk,1881.6,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Graduate,51700.0,Private,3.0,Large Indian,Family,0.0,3,2,9700.0,0.0,5600.0,19700.0,5800.0,No,0.0,740.0,240000.0,102000.0,Home Appliances EMI,284000.0,30,Eligible,32850.0,Eligible,Not_Eligible,False,True
48.0,Male,Married,High School,108200.0,Government,13.6,Large Indian,Family,0.0,2,1,11800.0,0.0,7200.0,22700.0,21600.0,No,0.0,850.0,451800.0,164700.0,Education EMI,490000.0,24,Eligible,29634.0,Eligible,High_Risk,False,True
32.0,Male,Married,Graduate,46100.0,Private,4.0,Startup,Rented,10400.0,4,3,5500.0,0.0,6100.0,6900.0,6700.0,No,0.0,707.0,124000.0,32100.0,E-commerce Shopping EMI,102000.0,23,High_Risk,5250.0,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Graduate,20200.0,Government,6.3,Mid-size,Family,0.0,2,1,5000.0,0.0,1000.0,3800.0,1700.0,Yes,2100.0,821.0,105600.0,32800.0,E-commerce Shopping EMI,13000.0,5,High_Risk,3049.2,High_Risk,Eligible,False,True
58.0,Male,Married,Post Graduate,65200.0,Government,6.6,MNC,Own,0.0,5,4,0.0,0.0,7500.0,12000.0,3900.0,Yes,9400.0,701.0,298200.0,134900.0,E-commerce Shopping EMI,34000.0,3,High_Risk,12474.0,High_Risk,Not_Eligible,False,True
32.0,Male,Single,Graduate,47500.0,Private,0.8,Large Indian,Rented,8100.0,1,0,0.0,0.0,6600.0,12600.0,9300.0,No,0.0,734.0,299600.0,168400.0,E-commerce Shopping EMI,77000.0,18,Not_Eligible,4796.0,Not_Eligible,High_Risk,False,True
27.0,Female,Married,High School,46800.0,Private,1.9,Large Indian,Rented,15100.0,4,3,0.0,0.0,6700.0,13800.0,2400.0,No,0.0,742.0,67800.0,35200.0,E-commerce Shopping EMI,68000.0,22,Not_Eligible,3520.0,Not_Eligible,High_Risk,False,True
48.0,Female,Married,High School,46700.0,Government,3.1,Mid-size,Own,0.0,5,4,8900.0,0.0,4500.0,10200.0,3100.0,No,0.0,693.0,360000.0,133000.0,Home Appliances EMI,187000.0,17,High_Risk,12100.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Professional,129800.0,Government,22.0,Small,Family,0.0,3,2,9400.0,0.0,18200.0,21100.0,19800.0,No,0.0,778.0,842000.0,434500.0,E-commerce Shopping EMI,169000.0,5,Eligible,44503.8,Eligible,High_Risk,False,True
48.0,Female,Married,Graduate,42000.0,Government,5.2,Large Indian,Family,0.0,3,2,7000.0,0.0,5400.0,8000.0,3100.0,Yes,9900.0,663.0,69600.0,22700.0,E-commerce Shopping EMI,13000.0,6,High_Risk,2648.8,High_Risk,Eligible,False,True
32.0,Male,Married,Professional,120200.0,Private,0.6,Large Indian,Rented,26900.0,3,2,2500.0,11200.0,12900.0,18500.0,19100.0,No,0.0,683.0,253900.0,113700.0,Personal Loan EMI,231000.0,32,Eligible,11640.0,Eligible,High_Risk,False,True
58.0,Male,Single,Professional,144200.0,Private,4.7,MNC,Rented,24100.0,1,0,0.0,0.0,16400.0,38900.0,23400.0,Yes,34800.0,701.0,167400.0,76600.0,Personal Loan EMI,55000.0,40,High_Risk,1848.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Graduate,48900.0,Private,9.6,Large Indian,Family,0.0,4,3,6900.0,7000.0,4500.0,8000.0,2500.0,No,0.0,847.0,263300.0,65600.0,Education EMI,201000.0,24,High_Risk,12000.0,High_Risk,Eligible,False,True
48.0,Female,Married,Professional,59000.0,Private,3.6,Mid-size,Own,0.0,3,2,0.0,0.0,3000.0,15400.0,10300.0,No,0.0,686.0,158600.0,77300.0,Vehicle EMI,457000.0,46,Eligible,15150.0,Eligible,High_Risk,False,True
38.0,Female,Married,Graduate,51700.0,Private,3.3,Large Indian,Own,0.0,2,1,6400.0,0.0,7900.0,10900.0,11200.0,No,0.0,665.0,85200.0,33800.0,E-commerce Shopping EMI,140000.0,21,High_Risk,8440.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Professional,27000.0,Private,2.8,Mid-size,Own,0.0,2,1,0.0,0.0,2500.0,7900.0,2600.0,No,0.0,806.0,175400.0,82500.0,Home Appliances EMI,136000.0,17,High_Risk,9240.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Post Graduate,72800.0,Government,5.4,MNC,Family,0.0,5,4,0.0,0.0,8700.0,17800.0,5900.0,No,0.0,827.0,148700.0,51800.0,Personal Loan EMI,578000.0,40,Eligible,26664.0,Eligible,High_Risk,False,True
32.0,Male,Single,Graduate,63900.0,Private,0.9,Startup,Own,0.0,2,1,0.0,0.0,4700.0,14800.0,5900.0,Yes,10400.0,650.0,366400.0,181300.0,Home Appliances EMI,151000.0,21,Not_Eligible,7868.0,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Graduate,45600.0,Government,11.3,MNC,Own,0.0,4,3,4900.0,0.0,3000.0,7300.0,2800.0,No,0.0,834.0,251400.0,71000.0,Education EMI,304000.0,25,Eligible,18216.0,Eligible,High_Risk,False,True
58.0,Female,Single,High School,58500.0,Government,7.4,Large Indian,Own,0.0,2,1,0.0,0.0,4100.0,12200.0,8600.0,No,0.0,793.0,302200.0,78300.0,Vehicle EMI,872000.0,65,Eligible,22176.0,Eligible,High_Risk,False,True
58.0,Female,Married,Graduate,101600.0,Government,4.8,Mid-size,Own,0.0,2,1,10400.0,0.0,14200.0,18200.0,13500.0,No,0.0,779.0,372400.0,209100.0,Vehicle EMI,1317000.0,56,High_Risk,29898.0,High_Risk,Not_Eligible,False,True
38.0,FEMALE,Married,Graduate,78800.0,Government,3.1,MNC,Rented,22800.0,3,2,0.0,0.0,5500.0,22400.0,14900.0,No,0.0,775.0,591600.0,200100.0,E-commerce Shopping EMI,181000.0,22,High_Risk,9583.2,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Post Graduate,70400.0,Private,2.1,MNC,Own,0.0,4,3,5700.0,0.0,4900.0,12700.0,10100.0,No,0.0,747.0,388300.0,149100.0,Personal Loan EMI,750000.0,59,Not_Eligible,18500.0,Not_Eligible,High_Risk,False,True
38.0,Female,Single,Post Graduate,76500.0,Private,6.2,Large Indian,Family,0.0,2,1,0.0,0.0,5100.0,20300.0,13400.0,No,0.0,763.0,460300.0,123600.0,Home Appliances EMI,142000.0,6,High_Risk,24882.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Post Graduate,125500.0,Private,0.5,MNC,Rented,21000.0,3,2,5600.0,21800.0,6500.0,33800.0,11600.0,No,0.0,676.0,581900.0,271500.0,Education EMI,376000.0,42,Not_Eligible,10080.0,Not_Eligible,High_Risk,False,True
38.0,Male,Married,Professional,99900.0,Government,8.5,Large Indian,Own,0.0,4,3,9700.0,0.0,7800.0,24700.0,11300.0,No,0.0,850.0,59700.0,24400.0,E-commerce Shopping EMI,180000.0,10,Eligible,24499.2,Eligible,High_Risk,False,True
58.0,Female,Married,Graduate,62300.0,Private,13.5,Small,Family,0.0,3,2,0.0,0.0,5900.0,9800.0,4300.0,No,0.0,702.0,423300.0,115200.0,Vehicle EMI,1092000.0,81,Eligible,23265.0,Eligible,High_Risk,False,True
38.0,Male,Married,Post Graduate,73200.0,Private,1.5,MNC,Own,0.0,2,1,0.0,16600.0,9900.0,18800.0,7300.0,No,0.0,738.0,163300.0,84000.0,Vehicle EMI,398000.0,52,High_Risk,10300.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,Graduate,66700.0,Private,5.4,MNC,Family,0.0,2,1,0.0,0.0,9500.0,13100.0,7300.0,Yes,11100.0,639.0,80800.0,47200.0,Home Appliances EMI,164000.0,31,Not_Eligible,5756.8,Not_Eligible,High_Risk,False,True
32.0,Female,Married,High School,48000.0,Private,0.5,MNC,Own,15685.0,4,3,0.0,0.0,6500.0,11000.0,5700.0,No,0.0,609.0,312700.0,106900.0,Personal Loan EMI,218000.0,60,Eligible,8729.6,Eligible,Not_Eligible,False,True
32.0,Female,Married,Graduate,68500.0,Private,1.7,MNC,Rented,19400.0,2,1,0.0,0.0,9100.0,20300.0,12400.0,No,0.0,656.0,344100.0,161300.0,Education EMI,134000.0,48,Not_Eligible,3650.0,Not_Eligible,High_Risk,False,True
58.0,Female,Married,Post Graduate,105900.0,Private,8.7,Large Indian,Family,0.0,3,2,0.0,0.0,15600.0,26600.0,20700.0,No,0.0,651.0,211600.0,101700.0,E-commerce Shopping EMI,62000.0,4,High_Risk,17200.0,High_Risk,Eligible,False,True
58.0,Male,Single,Post Graduate,77700.0,Private,7.6,Mid-size,Family,0.0,1,0,0.0,0.0,7900.0,17500.0,9500.0,Yes,23000.0,688.0,600300.0,244100.0,Home Appliances EMI,78000.0,11,High_Risk,7623.0,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Post Graduate,68800.0,Self-employed,0.5,Large Indian,Own,0.0,4,3,3300.0,23300.0,9000.0,12300.0,5200.0,No,0.0,683.0,276600.0,88000.0,Education EMI,168000.0,37,Eligible,7065.0,Eligible,High_Risk,False,True
27.0,Female,Single,Graduate,95300.0,Self-employed,0.5,MNC,Own,0.0,3,2,7700.0,0.0,8200.0,25300.0,4800.0,No,0.0,784.0,120300.0,54400.0,Education EMI,399000.0,26,High_Risk,21297.6,High_Risk,Eligible,False,True
27.0,Female,Single,Post Graduate,31300.0,Government,1.6,MNC,Family,0.0,2,1,6100.0,0.0,3600.0,8400.0,5100.0,No,0.0,744.0,186100.0,52200.0,E-commerce Shopping EMI,42000.0,11,Not_Eligible,4050.0,Not_Eligible,High_Risk,False,True
38.0,Male,Married,Professional,153500.0,Self-employed,12.9,Mid-size,Family,0.0,4,3,2100.0,0.0,13500.0,38500.0,13000.0,Yes,18900.0,716.0,228100.0,110500.0,Personal Loan EMI,505000.0,54,High_Risk,17010.0,High_Risk,Eligible,False,True
48.0,Male,Married,Graduate,23223.0,Government,0.5,Large Indian,Family,0.0,3,2,0.0,0.0,1600.0,5300.0,1600.0,No,0.0,713.0,71500.0,26100.0,E-commerce Shopping EMI,101000.0,16,Not_Eligible,6950.0,Not_Eligible,High_Risk,False,True
38.0,Female,Married,Post Graduate,109800.0,Self-employed,3.5,Mid-size,Family,0.0,4,3,0.0,11600.0,13200.0,31800.0,13000.0,Yes,27900.0,715.0,177800.0,96000.0,E-commerce Shopping EMI,61000.0,20,Not_Eligible,3099.6,Not_Eligible,High_Risk,False,True
32.0,Male,Single,Graduate,31200.0,Private,1.6,Mid-size,Family,0.0,1,0,0.0,0.0,2600.0,8600.0,2300.0,No,0.0,668.0,214000.0,81300.0,Vehicle EMI,446000.0,59,High_Risk,9735.0,High_Risk,Not_Eligible,False,True
58.0,Female,Married,Graduate,71100.0,Private,15.6,Mid-size,Family,0.0,4,3,0.0,0.0,4300.0,11300.0,11000.0,No,0.0,752.0,368100.0,142800.0,Vehicle EMI,1341000.0,66,High_Risk,26700.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Graduate,88900.0,Government,9.0,Large Indian,Rented,18100.0,2,1,0.0,23400.0,9200.0,15200.0,11000.0,No,0.0,751.0,215800.0,124700.0,Personal Loan EMI,188000.0,41,Eligible,7920.0,Eligible,High_Risk,False,True
58.0,Female,Married,Graduate,72100.0,Private,15.1,Mid-size,Rented,24700.0,5,4,9800.0,0.0,6500.0,16600.0,7200.0,No,0.0,727.0,446600.0,172400.0,Vehicle EMI,82000.0,25,High_Risk,4015.0,High_Risk,Not_Eligible,False,True
27.0,Female,Single,Graduate,45700.0,Private,1.7,Startup,Family,0.0,2,1,3800.0,0.0,4500.0,9500.0,5400.0,No,0.0,660.0,277300.0,67700.0,Vehicle EMI,339000.0,44,Eligible,12375.0,Eligible,High_Risk,False,True
38.0,Female,Married,High School,21400.0,Private,4.5,Large Indian,Rented,4700.0,5,4,0.0,0.0,2300.0,5300.0,1800.0,No,0.0,633.0,123900.0,49300.0,Home Appliances EMI,21000.0,8,High_Risk,2920.0,High_Risk,Eligible,False,True
27.0,Female,Single,Graduate,45900.0,Private,0.5,MNC,Own,17545.0,2,1,0.0,0.0,4700.0,12700.0,5000.0,No,0.0,706.0,319100.0,130700.0,Vehicle EMI,447000.0,73,Eligible,10340.0,Eligible,Not_Eligible,False,True
32.0,Male,Single,High School,28637.0,Private,0.7,Large Indian,Rented,4600.0,2,1,0.0,0.0,4400.0,8500.0,3100.0,No,0.0,747.0,143900.0,52800.0,Education EMI,133000.0,46,High_Risk,3760.0,High_Risk,Not_Eligible,False,True
48.0,Female,Married,Post Graduate,115600.0,Private,2.2,Small,Own,0.0,3,2,0.0,0.0,15200.0,17600.0,15100.0,No,0.0,782.0,847700.0,406200.0,Personal Loan EMI,721000.0,19,High_Risk,44682.0,High_Risk,Not_Eligible,False,True
27.0,Male,Married,Graduate,37600.0,Private,1.3,Small,Rented,7000.0,2,1,0.0,8900.0,2700.0,7200.0,7000.0,No,0.0,780.0,268100.0,104500.0,Home Appliances EMI,54000.0,19,High_Risk,3168.0,High_Risk,Not_Eligible,False,True
33.0,male,Single,Graduate,40433.0,Self-employed,1.5,Startup,Own,20865.0,3,2,0.0,0.0,4600.0,8400.0,5300.0,Yes,6300.0,652.0,147900.0,35500.0,Personal Loan EMI,99000.0,40,Eligible,4945.5,Eligible,Not_Eligible,False,True
38.0,Male,Married,Graduate,29800.0,Private,1.4,MNC,Family,0.0,4,3,2400.0,0.0,3600.0,8400.0,5000.0,No,0.0,643.0,59200.0,35200.0,E-commerce Shopping EMI,56000.0,22,High_Risk,3328.0,High_Risk,Eligible,False,True
32.0,Male,Married,Graduate,102700.0,Private,0.9,Large Indian,Own,0.0,2,1,0.0,0.0,5300.0,20900.0,13300.0,No,0.0,699.0,90400.0,39500.0,Education EMI,252000.0,16,High_Risk,20224.0,High_Risk,Eligible,False,True
48.0,Male,Married,Post Graduate,36200.0,Private,9.9,Mid-size,Own,0.0,4,3,5600.0,0.0,5200.0,6000.0,5900.0,No,0.0,773.0,29000.0,10800.0,E-commerce Shopping EMI,30000.0,6,High_Risk,6480.0,High_Risk,Eligible,False,True
38.0,Male,Married,Graduate,75000.0,Government,0.8,Large Indian,Rented,13600.0,3,2,0.0,20700.0,6200.0,20200.0,9500.0,No,0.0,759.0,543100.0,316000.0,Home Appliances EMI,64000.0,30,Eligible,3168.0,Eligible,High_Risk,False,True
58.0,Male,Married,Post Graduate,191000.0,Private,4.5,Mid-size,Rented,33300.0,4,3,0.0,0.0,22700.0,47500.0,24900.0,Yes,41600.0,680.0,865900.0,465100.0,Vehicle EMI,167000.0,29,High_Risk,7350.0,High_Risk,Eligible,False,True
27.0,Male,Single,Graduate,92700.0,Private,3.0,Large Indian,Family,0.0,1,0,0.0,0.0,6100.0,19100.0,7900.0,No,0.0,818.0,624300.0,213500.0,Education EMI,341000.0,12,Eligible,39336.0,Eligible,High_Risk,False,True
48.0,Female,Married,Graduate,23400.0,Self-employed,7.3,Startup,Own,14229.0,3,2,0.0,0.0,2700.0,5500.0,4200.0,No,0.0,699.0,150600.0,60100.0,Home Appliances EMI,56000.0,13,High_Risk,5445.0,High_Risk,Eligible,False,True
38.0,Male,Married,High School,39100.0,Private,1.0,Startup,Rented,5900.0,2,1,0.0,6800.0,3000.0,10200.0,2300.0,No,0.0,758.0,81600.0,40500.0,Vehicle EMI,265000.0,54,High_Risk,6540.0,High_Risk,Not_Eligible,False,True
38.0,Male,Married,High School,54900.0,Government,3.7,Large Indian,Own,0.0,2,1,0.0,0.0,3600.0,14400.0,7500.0,Yes,5900.0,665.0,422500.0,194700.0,Vehicle EMI,587000.0,81,Not_Eligible,9952.25,Not_Eligible,High_Risk,False,True
48.0,Male,Married,Professional,63700.0,Government,1.5,Mid-size,Own,0.0,4,3,7400.0,23800.0,4300.0,10500.0,7500.0,No,0.0,743.0,395500.0,97300.0,Personal Loan EMI,61000.0,15,High_Risk,5610.0,High_Risk,Eligible,False,True
32.0,Male,Married,Graduate,111900.0,Government,4.5,Startup,Family,0.0,4,3,7300.0,6000.0,7600.0,32500.0,11900.0,Yes,23900.0,733.0,256700.0,112500.0,Home Appliances EMI,49000.0,8,Eligible,8739.5,Eligible,High_Risk,False,True
48.0,Male,Married,High School,62500.0,Self-employed,13.1,Mid-size,Own,0.0,3,2,4300.0,0.0,6400.0,17600.0,10200.0,No,0.0,708.0,268100.0,54100.0,Education EMI,276000.0,40,High_Risk,10800.0,High_Risk,Eligible,False,True
32.0,Male,Married,High School,78200.0,Government,4.3,Small,Family,8734.0,4,3,0.0,0.0,10300.0,23200.0,12200.0,No,0.0,709.0,79600.0,29700.0,Personal Loan EMI,276000.0,33,Eligible,14300.0,Eligible,High_Risk,False,True
38.0,Female,Married,Graduate,80700.0,Private,5.4,MNC,Family,0.0,4,3,14200.0,18400.0,6400.0,22800.0,15200.0,No,0.0,698.0,347200.0,198500.0,Home Appliances EMI,46000.0,32,High_Risk,1850.0,High_Risk,Not_Eligible,False,True
58.0,Male,Married,Professional,87700.0,Government,1.7,Large Indian,Own,0.0,3,2,0.0,0.0,7800.0,20600.0,9100.0,No,0.0,798.0,628500.0,302500.0,Personal Loan EMI,776000.0,42,Eligible,33132.0,Eligible,High_Risk,False,True
32.0,Male,Single,Post Graduate,30800.0,Government,0.5,Mid-size,Own,0.0,1,0,0.0,0.0,2100.0,7400.0,4600.0,Yes,9200.0,751.0,158600.0,78300.0,E-commerce Shopping EMI,37000.0,16,High_Risk,3150.0,High_Risk,Eligible,False,True
38.0,Female,Married,Professional,91600.0,Private,3.7,Large Indian,Own,0.0,3,2,6700.0,0.0,7000.0,14600.0,5900.0,Yes,27400.0,619.0,222800.0,78900.0,Home Appliances EMI,161000.0,32,Eligible,8400.0,Eligible,High_Risk,False,True
27.0,Male,Single,High School,51700.0,Private,2.9,MNC,Family,0.0,3,2,10400.0,0.0,3500.0,6600.0,3800.0,No,0.0,712.0,169900.0,37400.0,E-commerce Shopping EMI,98000.0,23,Not_Eligible,4850.0,Not_Eligible,Eligible,False,True
48.0,Male,Married,Graduate,55200.0,Government,6.2,Large Indian,Family,12589.0,4,3,12200.0,0.0,7100.0,13300.0,6500.0,No,0.0,711.0,63300.0,20400.0,Personal Loan EMI,136000.0,52,Eligible,7084.0,Eligible,Not_Eligible,False,True
32.0,Male,Married,Professional,112000.0,Self-employed,9.6,Large Indian,Own,0.0,3,2,0.0,0.0,16600.0,18500.0,14300.0,No,0.0,647.0,347700.0,171300.0,Vehicle EMI,1176000.0,67,Not_Eligible,22536.0,Not_Eligible,High_Risk,False,True
58.0,Female,Married,Graduate,99600.0,Private,4.7,Startup,Family,0.0,4,3,0.0,0.0,6400.0,17900.0,13400.0,Yes,24100.0,687.0,304100.0,131500.0,E-commerce Shopping EMI,99000.0,8,High_Risk,13230.0,High_Risk,Not_Eligible,False,True
27.0,Male,Single,Post Graduate,77838.0,Private,0.5,Large Indian,Rented,19300.0,3,2,8400.0,0.0,8300.0,12400.0,11800.0,No,0.0,707.0,569600.0,338300.0,Vehicle EMI,162000.0,25,Not_Eligible,7040.0,Not_Eligible,High_Risk,False,True
27.0,Male,Married,Professional,101600.0,Government,0.5,MNC,Family,0.0,4,3,0.0,0.0,12800.0,26100.0,19600.0,Yes,18900.0,772.0,805100.0,402800.0,Education EMI,334000.0,37,High_Risk,11180.4,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Graduate,29100.0,Private,5.7,MNC,Family,0.0,3,2,0.0,0.0,3800.0,6200.0,5000.0,Yes,4300.0,701.0,177700.0,46100.0,E-commerce Shopping EMI,75000.0,24,High_Risk,3773.0,High_Risk,Not_Eligible,False,True
32.0,Female,Single,High School,52900.0,Government,4.5,Mid-size,Own,0.0,1,0,0.0,0.0,7500.0,8500.0,10300.0,Yes,7300.0,770.0,206000.0,106300.0,Vehicle EMI,402000.0,57,High_Risk,8916.6,High_Risk,Not_Eligible,False,True
32.0,Female,Married,Post Graduate,54400.0,Private,6.0,Startup,Own,0.0,4,3,0.0,0.0,6700.0,14200.0,10100.0,Yes,10500.0,675.0,227600.0,60900.0,Vehicle EMI,180000.0,50,High_Risk,4515.0,High_Risk,Not_Eligible,False,True
48.0,Male,Married,Graduate,35700.0,Government,7.4,Large Indian,Own,0.0,4,3,0.0,0.0,5300.0,7500.0,2200.0,Yes,4700.0,778.0,73300.0,25400.0,Home Appliances EMI,162000.0,36,Eligible,7392.0,Eligible,High_Risk,False,True
27.0,Male,Single,Professional,126500.0,Private,0.8,MNC,Family,0.0,3,2,7400.0,8400.0,15400.0,27100.0,17200.0,Yes,31600.0,715.0,414400.0,129200.0,E-commerce Shopping EMI,107000.0,22,Not_Eligible,5432.0,Not_Eligible,High_Risk,False,True
27.0,Female,Single,Graduate,75500.0,Private,2.0,Mid-size,Family,24680.0,3,2,6400.0,24900.0,4000.0,12600.0,7400.0,No,0.0,756.0,38100.0,20400.0,Home Appliances EMI,92000.0,14,Eligible,9696.0,Eligible,Not_Eligible,False,True
27.0,Female,Married,Graduate,97300.0,Private,0.5,MNC,Family,16874.0,3,2,11900.0,0.0,12100.0,27200.0,13400.0,No,0.0,717.0,335800.0,141500.0,E-commerce Shopping EMI,159000.0,14,High_Risk,13080.0,High_Risk,Not_Eligible,False,True
38.0,Female,Married,Post Graduate,50300.0,Private,2.4,MNC,Family,0.0,4,3,0.0,0.0,2500.0,9600.0,8000.0,No,0.0,668.0,347900.0,192700.0,Vehicle EMI,627000.0,66,Eligible,16610.0,Eligible,High_Risk,False,True
48.0,Female,Married,Professional,73500.0,Private,3.7,Mid-size,Rented,15100.0,3,2,10200.0,15500.0,4400.0,19200.0,3800.0,No,0.0,583.0,459600.0,156400.0,E-commerce Shopping EMI,19000.0,9,High_Risk,2332.0,High_Risk,Not_Eligible,False,True
27.0,Male,Married,Professional,99200.0,Government,0.5,Mid-size,Own,0.0,3,2,0.0,5700.0,6800.0,26700.0,9400.0,No,0.0,787.0,170000.0,68700.0,Education EMI,438000.0,20,Not_Eligible,24288.0,Not_Eligible,High_Risk,False,True
27.0,Male,Single,Professional,144700.0,Self-employed,1.2,MNC,Own,0.0,1,0,0.0,0.0,9900.0,42100.0,22800.0,No,0.0,685.0,1079700.0,472900.0,Personal Loan EMI,999000.0,54,Eligible,34600.5,Eligible,High_Risk,False,True
58.0,Female,Married,Graduate,72200.0,Private,16.7,MNC,Rented,11300.0,4,3,10000.0,0.0,6300.0,21600.0,5300.0,Yes,12600.0,672.0,365600.0,125700.0,Home Appliances EMI,35000.0,27,High_Risk,1785.0,High_Risk,Eligible,False,True
